Representative,Trimmed_Mean,ReportDate,TransactionDate,Ticker,Transaction,Amount,Party,House,Range,Sentiment,Price,Low_End,High_End,Adjusted_Low_End,Adjusted_High_End,Running_Portfolio_Low_End,Running_Portfolio_High_End,Est_Portfolio_Value,Shares_High_End,Shares_Low_End,Normalized_Amount
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-10,PM,Sale,15001.0,R,Representatives,15001-50000,,64.47431183,15001.0,50000.0,15001.0,50000.0,352997.0,145000.0,248998.5,775.50265494629,232.66630653698596,0.5011530296601454
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-10,RSG,Sale,15001.0,R,Representatives,15001-50000,,68.60120392,15001.0,50000.0,15001.0,50000.0,287995.0,-5000.0,141497.5,728.8501825464756,218.6696317675936,0.5011530296601454
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-10,SLB,Sale,15001.0,R,Representatives,15001-50000,,36.80133057,15001.0,50000.0,15001.0,50000.0,220991.0,-185000.0,17995.5,1358.646527871995,407.6211312921559,0.5011530296601454
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-07,PFF,Sale,15001.0,R,Representatives,15001-50000,,27.32256508,15001.0,50000.0,15001.0,50000.0,84970.0,-425000.0,-170015.0,1829.9892361350724,549.0333706252444,0.5011530296601454
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-07,EMLC,Sale,15001.0,R,Representatives,15001-50000,,25.18892288,15001.0,50000.0,15001.0,50000.0,159975.0,-175000.0,-7512.5,1984.9995269031529,595.539558061484,0.5011530296601454
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-07,THO,Sale,15001.0,R,Representatives,15001-50000,,55.68617249,15001.0,50000.0,15001.0,50000.0,174976.0,-125000.0,24988.0,897.8889689173536,269.3846484545844,0.5011530296601454
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-07,WRB,Sale,15001.0,R,Representatives,15001-50000,,30.97138023,15001.0,50000.0,15001.0,50000.0,144974.0,-225000.0,-40013.0,1614.3936637208112,484.35038698951774,0.5011530296601454
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-26,JPM,Sale,15001.0,R,Representatives,15001-50000,,83.06451416,15001.0,50000.0,15001.0,50000.0,-63011.0,230000.0,83494.5,601.9417618417573,180.59456738776404,0.5011530296601454
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-26,XLF,Purchase,15001.0,R,Representatives,15001-50000,,21.23636055,15001.0,50000.0,-15001.0,-50000.0,10992.0,440000.0,225496.0,-2354.4523969762795,-706.3828081408234,0.5011530296601454
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-26,XLE,Purchase,15001.0,R,Representatives,15001-50000,,45.15702057,15001.0,50000.0,-15001.0,-50000.0,-19010.0,340000.0,160495.0,-1107.2475413317552,-332.19640735035324,0.5011530296601454
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-07,WYNN,Sale,15001.0,R,Representatives,15001-50000,,100.3232346,15001.0,50000.0,15001.0,50000.0,114972.0,-325000.0,-105014.0,498.3890341988634,149.526678040343,0.5011530296601454
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-26,XLE,Purchase,15001.0,R,Representatives,15001-50000,,45.15702057,15001.0,50000.0,-15001.0,-50000.0,-4009.0,390000.0,192995.5,-1107.2475413317552,-332.19640735035324,0.5011530296601454
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-26,XLF,Purchase,15001.0,R,Representatives,15001-50000,,21.23636055,15001.0,50000.0,-15001.0,-50000.0,25993.0,490000.0,257996.5,-2354.4523969762795,-706.3828081408234,0.5011530296601454
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-07,CPRT,Sale,15001.0,R,Representatives,15001-50000,,11.81999969,15001.0,50000.0,15001.0,50000.0,99971.0,-375000.0,-137514.5,4230.118554258609,1269.1201686486677,0.5011530296601454
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-26,SU,Sale,1001.0,R,Representatives,1001-15000,,22.88239098,1001.0,15000.0,1001.0,15000.0,39993.0,525000.0,282496.5,655.5259025645754,43.745428564476,0.03344138275380345
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-07,SITE,Sale,1001.0,R,Representatives,1001-15000,,60.72000122,1001.0,15000.0,1001.0,15000.0,-44022.0,-1010000.0,-527011.0,247.03556815903505,16.48550691514627,0.03344138275380345
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-07,EMB,Purchase,1001.0,R,Representatives,1001-15000,,83.97053528,1001.0,15000.0,-1001.0,-15000.0,54968.0,-525000.0,-235016.0,-178.63408813558777,-11.920848148248224,0.03344138275380345
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-07,SLQD,Purchase,1001.0,R,Representatives,1001-15000,,44.23926926,1001.0,15000.0,-1001.0,-15000.0,85971.0,-410000.0,-162014.5,-339.0652750578457,-22.62695602219357,0.03344138275380345
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-10,SU,Purchase,1001.0,R,Representatives,1001-15000,,25.8338871,1001.0,15000.0,-1001.0,-15000.0,205990.0,-235000.0,-14505.0,-580.6327147725284,-38.7475564991534,0.03344138275380345
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-26,SU,Sale,1001.0,R,Representatives,1001-15000,,22.88239098,1001.0,15000.0,1001.0,15000.0,40994.0,540000.0,290497.0,655.5259025645754,43.745428564476,0.03344138275380345
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-26,JPM,Sale,1001.0,R,Representatives,1001-15000,,83.06451416,1001.0,15000.0,1001.0,15000.0,-268010.0,-645000.0,-456505.0,180.5825285525272,12.050874072071982,0.03344138275380345
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-26,CVX,Sale,1001.0,R,Representatives,1001-15000,,87.08989716,1001.0,15000.0,1001.0,15000.0,-267009.0,-630000.0,-448504.5,172.2358217100919,11.493870502120132,0.03344138275380345
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-10,SU,Purchase,1001.0,R,Representatives,1001-15000,,25.8338871,1001.0,15000.0,-1001.0,-15000.0,206991.0,-220000.0,-6504.5,-580.6327147725284,-38.7475564991534,0.03344138275380345
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-10,CVX,Purchase,1001.0,R,Representatives,1001-15000,,93.21273804,1001.0,15000.0,-1001.0,-15000.0,59984.0,-675000.0,-307508.0,-160.92221208611113,-10.738875619879815,0.03344138275380345
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-10,NEE,Sale,1001.0,R,Representatives,1001-15000,,41.11666489,1001.0,15000.0,1001.0,15000.0,354999.0,175000.0,264999.5,364.8155812279453,24.345359787278213,0.03344138275380345
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-10,NEE,Sale,1001.0,R,Representatives,1001-15000,,41.11666489,1001.0,15000.0,1001.0,15000.0,353998.0,160000.0,256999.0,364.8155812279453,24.345359787278213,0.03344138275380345
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-24,IEMG,Purchase,1001.0,R,Representatives,1001-15000,,40.88300323,1001.0,15000.0,-1001.0,-15000.0,-328013.0,-820000.0,-574006.5,-366.9006387718841,-24.484502627377065,0.03344138275380345
Thomas Macarthur,29932.972789115647,2019-01-11,2018-12-10,RSG,Sale,1001.0,R,Representatives,1001-15000,,68.60120392,1001.0,15000.0,1001.0,15000.0,272994.0,-55000.0,108997.0,218.65505476394267,14.591580654580442,0.03344138275380345
Kevin Hern,82774.97260273973,2023-02-14,2023-01-04,MSFT,Sale,1000001.0,R,Representatives,1000001-5000000,-0.0427546391752577,227.5473633,1000001.0,5000000.0,1000001.0,5000000.0,-7672401.0,-23705000.0,-15688700.5,21973.447318780687,4394.693858445601,12.08095839305541
Kevin Hern,82774.97260273973,2023-03-15,2023-02-01,PXD,Sale,1000001.0,R,Representatives,1000001-5000000,,214.4739075,1000001.0,5000000.0,1000001.0,5000000.0,-6618360.0,-18070000.0,-12344180.0,23312.85916446503,4662.576495464838,12.08095839305541
Kevin Hern,82774.97260273973,2021-10-07,2021-09-20,SPY,Sale,500001.0,R,Representatives,500001,,422.4282227,500001.0,,500001.0,,-8063284.0,,,,1183.6354039135558,6.04048523700086
Kevin Hern,82774.97260273973,2021-07-14,2021-06-09,PXD,Purchase,500001.0,R,Representatives,500001,,139.7199097,500001.0,,-500001.0,,-3567201.0,,,,-3578.5952129054376,6.04048523700086
Kevin Hern,82774.97260273973,2021-09-15,2021-07-30,SPY,Purchase,500001.0,R,Representatives,500001,,425.4157715,500001.0,,-500001.0,,-6782244.0,,,,-1175.323139142245,6.04048523700086
Kevin Hern,82774.97260273973,2021-09-15,2021-07-30,TIP,Purchase,250001.0,R,Representatives,250001-1000000,,117.7100906,250001.0,1000000.0,-250001.0,-1000000.0,-7132246.0,-21405000.0,-14268623.0,-8495.448392765064,-2123.870593639658,3.0202486589735864
Kevin Hern,82774.97260273973,2021-09-15,2021-07-30,JEPI,Purchase,100001.0,R,Representatives,100001-250000,,51.64747238,100001.0,250000.0,-100001.0,-250000.0,-6882245.0,-20405000.0,-13643622.5,-4840.507937360554,-1936.222536975971,1.2081067121572218
Kevin Hern,82774.97260273973,2021-09-15,2021-07-30,GOOGL,Purchase,100001.0,R,Representatives,100001-250000,,134.7265015,100001.0,250000.0,-100001.0,-250000.0,-7232247.0,-21655000.0,-14443623.5,-1855.611161995474,-742.2518872428376,1.2081067121572218
Kevin Hern,82774.97260273973,2021-09-15,2021-07-30,AMZN,Purchase,50001.0,R,Representatives,50001-100000,,166.3795013,50001.0,100000.0,-50001.0,-100000.0,-7282248.0,-21755000.0,-14518624.0,-601.0355796156002,-300.52380016359626,0.6040593965517669
Kevin Hern,82774.97260273973,2021-09-15,2021-07-30,NEE,Purchase,50001.0,R,Representatives,50001-100000,,74.11328888,50001.0,100000.0,-50001.0,-100000.0,-6282243.0,-20155000.0,-13218621.5,-1349.2856883185184,-674.6563370161424,0.6040593965517669
Kevin Hern,82774.97260273973,2021-09-15,2021-07-30,FHLC,Purchase,50001.0,R,Representatives,50001-100000,,64.7600708,50001.0,100000.0,-50001.0,-100000.0,-7382250.0,-21955000.0,-14668625.0,-1544.1613754381506,-772.0961293328296,0.6040593965517669
Kevin Hern,82774.97260273973,2021-09-15,2021-07-30,FDRR,Purchase,50001.0,R,Representatives,50001-100000,,40.64102936,50001.0,100000.0,-50001.0,-100000.0,-7332249.0,-21855000.0,-14593624.5,-2460.5675981825084,-1230.308404767236,0.6040593965517669
Steve Cohen,4747.478873239436,2022-08-05,2022-07-29,SCHD,Purchase,50001.0,D,Representatives,50001-100000,0.4389,71.81962585,50001.0,100000.0,-50001.0,-100000.0,-66470.01000000001,720000.0,326764.995,-1392.377067082702,-696.2024573120218,10.532116379041804
Steve Cohen,4747.478873239436,2022-02-15,2022-02-11,PFFV,Purchase,50001.0,D,Representatives,50001-100000,,23.85434914,50001.0,100000.0,-50001.0,-100000.0,-1468.010000000002,870000.0,434265.995,-4192.10767030804,-2096.095756230723,10.532116379041804
Steve Cohen,4747.478873239436,2022-02-15,2022-02-11,VRP,Purchase,50001.0,D,Representatives,50001-100000,,22.6497097,50001.0,100000.0,-50001.0,-100000.0,48532.99,970000.0,509266.495,-4415.067624464962,-2207.5779629087256,10.532116379041804
Steve Cohen,4747.478873239436,2021-12-07,2021-11-18,FPEI,Purchase,50001.0,D,Representatives,50001-100000,,18.61507988,50001.0,100000.0,-50001.0,-100000.0,113534.99,1120000.0,616767.495,-5371.988766346352,-2686.04810306084,10.532116379041804
Mark Green,38392.60839160839,2020-10-29,2020-10-05,SPH,Sale,250001.0,R,Representatives,250001-1000000,,12.86952305,250001.0,1000000.0,250001.0,1000000.0,-1639165.0,-4635000.0,-3137082.5,77702.95729801735,19425.817027461635,6.511696143433787
Mark Green,38392.60839160839,2020-07-06,2020-05-26,AMZA,Sale,250001.0,R,Representatives,250001-1000000,,14.53428459,250001.0,1000000.0,250001.0,1000000.0,250001.0,1000000.0,625000.5,68802.83606721368,17200.777819639487,6.511696143433787
Mark Green,38392.60839160839,2020-11-17,2020-11-09,MPLX,Sale,250001.0,R,Representatives,250001-1000000,,14.59627819,250001.0,1000000.0,250001.0,1000000.0,-1744192.0,-4335000.0,-3039596.0,68510.61530775059,17127.722337552954,6.511696143433787
Mark Green,38392.60839160839,2020-10-29,2020-10-22,WES,Sale,250001.0,R,Representatives,250001-1000000,,7.293808937,250001.0,1000000.0,250001.0,1000000.0,-1635179.0,-4325000.0,-2980089.5,137102.57680691424,34275.78130430537,6.511696143433787
Mark Green,38392.60839160839,2020-10-29,2020-10-05,NGL,Sale,100001.0,R,Representatives,100001-250000,,3.995573044,100001.0,250000.0,100001.0,250000.0,-1874165.0,-5585000.0,-3729582.5,62569.24782677055,25027.94940769953,2.6046940853817473
Mark Green,38392.60839160839,2020-10-29,2020-10-05,SPH,Sale,100001.0,R,Representatives,100001-250000,,12.86952305,100001.0,250000.0,100001.0,250000.0,-1616171.0,-4665000.0,-3140585.5,19425.73932450434,7770.373432759033,2.6046940853817473
Mark Green,38392.60839160839,2020-10-29,2020-10-22,USAC,Purchase,100001.0,R,Representatives,100001-250000,,7.997018814,100001.0,250000.0,-100001.0,-250000.0,-1746185.0,-4640000.0,-3193092.5,-31261.64959901519,-12504.784886204472,2.6046940853817473
Mark Green,38392.60839160839,2020-10-29,2020-10-22,CEQP,Sale,100001.0,R,Representatives,100001-250000,,11.66150951,100001.0,250000.0,100001.0,250000.0,-1535178.0,-4075000.0,-2805089.0,21438.047946161645,8575.304930656443,2.6046940853817473
Mark Green,38392.60839160839,2020-10-29,2020-10-22,CEQP,Purchase,100001.0,R,Representatives,100001-250000,,11.66150951,100001.0,250000.0,-100001.0,-250000.0,-1586179.0,-4240000.0,-2913089.5,-21438.047946161645,-8575.304930656443,2.6046940853817473
Mark Green,38392.60839160839,2020-10-29,2020-10-22,ENLC,Purchase,50001.0,R,Representatives,50001-100000,,2.512836933,50001.0,100000.0,-50001.0,-100000.0,-1686181.0,-4440000.0,-3063090.5,-39795.65832018117,-19898.227116673792,1.302360066031067
Mark Green,38392.60839160839,2020-10-29,2020-10-05,ET,Purchase,50001.0,R,Representatives,50001-100000,,4.303437233,50001.0,100000.0,-50001.0,-100000.0,-1653173.0,-4745000.0,-3199086.5,-23237.23911508947,-11618.851929935883,1.302360066031067
Mark Green,38392.60839160839,2020-10-29,2020-10-22,ET,Purchase,50001.0,R,Representatives,50001-100000,,4.872551441,50001.0,100000.0,-50001.0,-100000.0,-1636180.0,-4340000.0,-2988090.0,-20523.128634117995,-10261.76954834534,1.302360066031067
Mark Green,38392.60839160839,2020-10-29,2020-10-22,AM,Sale,50001.0,R,Representatives,50001-100000,,4.827192783,50001.0,100000.0,50001.0,100000.0,-1485177.0,-3975000.0,-2730088.5,20715.973961547912,10358.194140513571,1.302360066031067
Mark Green,38392.60839160839,2020-10-29,2020-10-05,AM,Purchase,50001.0,R,Representatives,50001-100000,,4.135492325,50001.0,100000.0,-50001.0,-100000.0,-1783177.0,-5045000.0,-3414088.5,-24180.91780644279,-12090.70071239946,1.302360066031067
Mark Green,38392.60839160839,2020-10-29,2020-10-05,USAC,Purchase,50001.0,R,Representatives,50001-100000,,7.167595387,50001.0,100000.0,-50001.0,-100000.0,-1703174.0,-4845000.0,-3274087.0,-13951.680389405328,-6975.979711506559,1.302360066031067
Mark Green,38392.60839160839,2020-10-29,2020-10-05,MPLX,Purchase,50001.0,R,Representatives,50001-100000,,11.90858364,50001.0,100000.0,-50001.0,-100000.0,-1974166.0,-5835000.0,-3904583.0,-8397.304249021507,-4198.736097553244,1.302360066031067
Mark Green,38392.60839160839,2020-11-17,2020-11-09,AM,Purchase,50001.0,R,Representatives,50001-100000,,4.763540268,50001.0,100000.0,-50001.0,-100000.0,-1844194.0,-4535000.0,-3189597.0,-20992.789894476024,-10496.604875136956,1.302360066031067
Mark Green,38392.60839160839,2020-10-29,2020-10-22,GEL,Purchase,50001.0,R,Representatives,50001-100000,,4.074732304,50001.0,100000.0,-50001.0,-100000.0,-1796186.0,-4740000.0,-3268093.0,-24541.48948676556,-12270.990158277646,1.302360066031067
Mark Green,38392.60839160839,2020-11-17,2020-11-09,ENLC,Purchase,50001.0,R,Representatives,50001-100000,,2.562615395,50001.0,100000.0,-50001.0,-100000.0,-1794193.0,-4435000.0,-3114596.5,-39022.632969080405,-19511.70671086989,1.302360066031067
Mark Green,38392.60839160839,2020-10-29,2020-10-22,GLOP,Purchase,15001.0,R,Representatives,15001-50000,,2.172227144,15001.0,50000.0,-15001.0,-50000.0,-1701182.0,-4490000.0,-3095591.0,-23017.85065991239,-6905.815554986915,0.390726252485591
Mark Green,38392.60839160839,2020-11-17,2020-11-09,ET,Purchase,15001.0,R,Representatives,15001-50000,,4.494335651,15001.0,50000.0,-15001.0,-50000.0,-1926189.0,-5090000.0,-3508094.5,-11125.114785068376,-3337.756937816214,0.390726252485591
Mark Green,38392.60839160839,2020-11-17,2020-11-09,NGL,Purchase,15001.0,R,Representatives,15001-50000,,2.720000029,15001.0,50000.0,-15001.0,-50000.0,-1811187.0,-4790000.0,-3300593.5,-18382.352745188156,-5515.073470611349,0.390726252485591
Mark Green,38392.60839160839,2020-10-29,2020-10-05,CEQP,Purchase,15001.0,R,Representatives,15001-50000,,9.274695396,15001.0,50000.0,-15001.0,-50000.0,-1733176.0,-4945000.0,-3339088.0,-5391.012627925662,-1617.4116086302572,0.390726252485591
Mark Green,38392.60839160839,2020-10-29,2020-10-05,GEL,Purchase,15001.0,R,Representatives,15001-50000,,4.066582203,15001.0,50000.0,-15001.0,-50000.0,-1923164.0,-5720000.0,-3821582.0,-12295.337338346188,-3688.847108250623,0.390726252485591
Mark Green,38392.60839160839,2020-10-29,2020-10-05,WES,Purchase,15001.0,R,Representatives,15001-50000,,6.558167458,15001.0,50000.0,-15001.0,-50000.0,-1699169.0,-4835000.0,-3267084.5,-7624.081013516566,-2287.37678567524,0.390726252485591
Mark Green,38392.60839160839,2020-10-29,2020-10-05,USAC,Purchase,15001.0,R,Representatives,15001-50000,,7.167595387,15001.0,50000.0,-15001.0,-50000.0,-1889166.0,-5635000.0,-3762083.0,-6975.840194702664,-2092.891575214693,0.390726252485591
Mark Green,38392.60839160839,2020-10-29,2020-10-05,ENLC,Sale,15001.0,R,Representatives,15001-50000,,2.031832218,15001.0,50000.0,15001.0,50000.0,-1603172.0,-4645000.0,-3124086.0,24608.33111959248,7382.991502500135,0.390726252485591
Mark Green,38392.60839160839,2020-11-17,2020-11-09,USAC,Purchase,15001.0,R,Representatives,15001-50000,,7.515531063,15001.0,50000.0,-15001.0,-50000.0,-1993192.0,-5320000.0,-3656596.0,-6652.889806570945,-1995.999999767415,0.390726252485591
Mark Green,38392.60839160839,2020-10-29,2020-10-05,GLOP,Purchase,1001.0,R,Representatives,1001-15000,,2.160126448,1001.0,15000.0,-1001.0,-15000.0,-1618173.0,-4695000.0,-3156586.5,-6944.037935319979,-463.3987982170199,0.026072727067400613
Mark Green,38392.60839160839,2020-10-29,2020-10-05,SMLP,Purchase,1001.0,R,Representatives,1001-15000,,9.600000381,1001.0,15000.0,-1001.0,-15000.0,-1617172.0,-4680000.0,-3148586.0,-1562.4999379882838,-104.2708291950848,0.026072727067400613
Mark Green,38392.60839160839,2020-10-29,2020-10-22,USDP,Purchase,1001.0,R,Representatives,1001-15000,,2.505052567,1001.0,15000.0,-1001.0,-15000.0,-1486178.0,-3990000.0,-2738089.0,-5987.898297065955,-399.5924130242015,0.026072727067400613
Mark Green,38392.60839160839,2020-11-17,2020-11-09,USDP,Purchase,1001.0,R,Representatives,1001-15000,,2.437404871,1001.0,15000.0,-1001.0,-15000.0,-1994193.0,-5335000.0,-3664596.5,-6154.086331109166,-410.6826944960183,0.026072727067400613
Mark Green,38392.60839160839,2020-10-29,2020-10-05,MMLP,Purchase,1001.0,R,Representatives,1001-15000,,1.260765791,1001.0,15000.0,-1001.0,-15000.0,-1784178.0,-5060000.0,-3422089.0,-11897.530934831651,-793.9618977177656,0.026072727067400613
Mark Green,38392.60839160839,2020-11-17,2020-11-09,GLOP,Purchase,1001.0,R,Representatives,1001-15000,,2.08146596,1001.0,15000.0,-1001.0,-15000.0,-1928191.0,-5120000.0,-3524095.5,-7206.459432082185,-480.9110594342845,0.026072727067400613
Mark Green,38392.60839160839,2020-10-29,2020-10-05,USDP,Purchase,1001.0,R,Representatives,1001-15000,,2.640245914,1001.0,15000.0,-1001.0,-15000.0,-1716172.0,-4915000.0,-3315586.0,-5681.288974054256,-379.131350868554,0.026072727067400613
Josh Gottheimer,17561.975609756097,2022-09-16,2022-08-17,MSFT,Sale,100001.0,D,Representatives,100001-250000,0.00129,288.5325623,100001.0,250000.0,100001.0,250000.0,84174.0,2410000.0,1247087.0,866.4533320161764,346.5847986197986,5.694177137135247
Josh Gottheimer,17561.975609756097,2021-06-15,2021-05-18,MSFT,Purchase,100001.0,D,Representatives,100001-250000,,237.7493591,100001.0,250000.0,-100001.0,-250000.0,5103.0,1300000.0,652551.5,-1051.5275454216776,-420.6152242788528,5.694177137135247
Josh Gottheimer,17561.975609756097,2021-06-15,2021-05-18,MSFT,Sale,100001.0,D,Representatives,100001-250000,,237.7493591,100001.0,250000.0,100001.0,250000.0,105104.0,1550000.0,827552.0,1051.5275454216776,420.6152242788528,5.694177137135247
Josh Gottheimer,17561.975609756097,2022-09-16,2022-08-17,MSFT,Purchase,100001.0,D,Representatives,100001-250000,0.00129,288.5325623,100001.0,250000.0,-100001.0,-250000.0,-15827.0,2160000.0,1072086.5,-866.4533320161764,-346.5847986197986,5.694177137135247
Josh Gottheimer,17561.975609756097,2021-06-15,2021-05-18,MSFT,Purchase,15001.0,D,Representatives,15001-50000,,237.7493591,15001.0,50000.0,-15001.0,-50000.0,-9898.0,1250000.0,620051.0,-210.30550908433557,-63.095858835482346,0.8541749705919525
Josh Gottheimer,17561.975609756097,2022-09-16,2022-08-17,SHW,Sale,1001.0,D,Representatives,1001-15000,,248.3514099,1001.0,15000.0,1001.0,15000.0,-15827.0,2160000.0,1072086.5,60.39828807913685,4.030579091147732,0.05699814316129221
Gilbert Cisneros,18391.80459770115,2019-03-08,2019-02-08,AAPL,Purchase,250001.0,D,Representatives,250001-1000000,,41.11981201,250001.0,1000000.0,-250001.0,-1000000.0,-381999.0,-1255000.0,-818499.5,-24319.177328845966,-6079.81865138882,13.593065252076919
Gilbert Cisneros,18391.80459770115,2019-03-08,2019-02-11,AAPL,Sale,250001.0,D,Representatives,250001-1000000,,40.88333511,250001.0,1000000.0,250001.0,1000000.0,-131998.0,-255000.0,-193499.0,24459.844024696547,6114.985466018162,13.593065252076919
Gilbert Cisneros,18391.80459770115,2019-02-13,2019-01-18,AAPL,Purchase,100001.0,D,Representatives,100001-250000,,37.67895508,100001.0,250000.0,-100001.0,-250000.0,-149001.0,-335000.0,-242000.5,-6635.003530994947,-2654.027952412103,5.437258724056879
Gilbert Cisneros,18391.80459770115,2019-02-13,2019-01-18,JPM,Purchase,50001.0,D,Representatives,50001-100000,,91.27000427,50001.0,100000.0,-50001.0,-100000.0,-49000.0,-85000.0,-67000.0,-1095.650217175124,-547.8360650897338,2.7186565480501996
Dianne Feinstein,146752.82481751824,,2018-06-19,A,Purchase,1000001.0,D,Senate,1000001-5000000,,61.086483,1000001.0,5000000.0,-1000001.0,-5000000.0,-9865055.0,-23900000.0,-16882527.5,-81851.16828546177,-16370.250027326012,6.8141856979139215
Dianne Feinstein,146752.82481751824,,2020-02-18,ALLO,Sale,1000001.0,D,Senate,1000001-5000000,,24.25,1000001.0,5000000.0,1000001.0,5000000.0,-13997.0,3565000.0,1775501.5,206185.56701030929,41237.154639175256,6.8141856979139215
Dianne Feinstein,146752.82481751824,,2018-06-19,TFX,Sale,1000001.0,D,Senate,1000001-5000000,,269.7874146,1000001.0,5000000.0,1000001.0,5000000.0,-8865054.0,-18900000.0,-13882527.0,18533.110624946108,3706.625831611346,6.8141856979139215
Dianne Feinstein,146752.82481751824,,2018-06-19,TFX,Sale,1001.0,D,Senate,1001-15000,,269.7874146,1001.0,15000.0,1001.0,15000.0,-8864053.0,-18885000.0,-13874526.5,55.59933187483832,3.7103287471142106,0.006820993062618773
Mr. Peter Meijer,18403.777777777777,2021-03-16,2021-02-16,MSFT,Sale,100001.0,R,Representatives,100001-250000,,237.8080139,100001.0,250000.0,100001.0,250000.0,728116.0,3195000.0,1961558.0,1051.2681885696536,420.5114805006157,5.433721337406571
Mr. Peter Meijer,18403.777777777777,2021-03-16,2021-02-16,AAPL,Sale,100001.0,R,Representatives,100001-250000,,131.2468109,100001.0,250000.0,100001.0,250000.0,498083.0,2220000.0,1359041.5,1904.8081876098368,761.9308942766852,5.433721337406571
Mr. Peter Meijer,18403.777777777777,2021-03-16,2021-02-16,AMZN,Sale,100001.0,R,Representatives,100001-250000,,163.4474945,100001.0,250000.0,100001.0,250000.0,315069.0,1600000.0,957534.5,1529.543176937472,611.8233889476966,5.433721337406571
Mr. Peter Meijer,18403.777777777777,2021-03-16,2021-02-16,ORCL,Sale,50001.0,R,Representatives,50001-100000,,59.69755554,50001.0,100000.0,50001.0,100000.0,1068197.0,5020000.0,3044098.5,1675.1104646654346,837.571983437364,2.716887837038289
Mr. Peter Meijer,18403.777777777777,2021-03-16,2021-02-16,AVGO,Sale,50001.0,R,Representatives,50001-100000,,454.5127563,50001.0,100000.0,50001.0,100000.0,127050.0,905000.0,516025.0,220.01582708933967,110.01011370294076,2.716887837038289
Mr. Peter Meijer,18403.777777777777,2021-03-16,2021-02-16,NUE,Sale,15001.0,R,Representatives,15001-50000,,55.04924011,15001.0,50000.0,15001.0,50000.0,587102.0,2680000.0,1633551.0,908.277750975117,272.5014908475546,0.8151043867804919
Mr. Peter Meijer,18403.777777777777,2021-03-16,2021-02-16,PLD,Sale,15001.0,R,Representatives,15001-50000,,100.4107285,15001.0,50000.0,15001.0,50000.0,899147.0,4010000.0,2454573.5,497.9547578922306,149.39638646282702,0.8151043867804919
Mr. Peter Meijer,18403.777777777777,2021-03-16,2021-02-16,HSIC,Sale,15001.0,R,Representatives,15001-50000,,70.58000183,15001.0,50000.0,15001.0,50000.0,766126.0,3415000.0,2090563.0,708.4159634967241,212.5389573682872,0.8151043867804919
Mr. Peter Meijer,18403.777777777777,2021-03-16,2021-02-16,PNC,Sale,15001.0,R,Representatives,15001-50000,,155.9684753,15001.0,50000.0,15001.0,50000.0,628115.0,2945000.0,1786557.5,320.57760328698936,96.17969253816256,0.8151043867804919
Mr. Peter Meijer,18403.777777777777,2021-03-16,2021-02-16,PFE,Sale,15001.0,R,Representatives,15001-50000,,31.68836021,15001.0,50000.0,15001.0,50000.0,612113.0,2880000.0,1746056.5,1577.866436402769,473.3914882495588,0.8151043867804919
Mr. Peter Meijer,18403.777777777777,2021-03-16,2021-02-16,MA,Sale,15001.0,R,Representatives,15001-50000,,336.4317322,15001.0,50000.0,15001.0,50000.0,745119.0,3275000.0,2010059.5,148.61856125472815,44.58854074764354,0.8151043867804919
Mr. Peter Meijer,18403.777777777777,2021-03-16,2021-02-16,BIIB,Sale,15001.0,R,Representatives,15001-50000,,279.3200073,15001.0,50000.0,15001.0,50000.0,158053.0,1020000.0,589026.5,179.006153133521,53.70542606311897,0.8151043867804919
Mr. Peter Meijer,18403.777777777777,2021-03-16,2021-02-16,AMT,Sale,15001.0,R,Representatives,15001-50000,,211.6575012,15001.0,50000.0,15001.0,50000.0,398082.0,1970000.0,1184041.0,236.2307015651378,70.87393508357265,0.8151043867804919
